index,name,parent,posx,posy,posz,rotx,roty,rotz,scalex,scaley,scalez
33,InnerWall,1,3.230911,0.7499999,-12.00112,0,0,0,3,1.5,0.3
34,InnerWall,1,1.880913,0.7499999,-6.00112,0,0,0,3,1.5,0.3
35,InnerWall,1,13.88091,0.7499999,11.99888,0,90,0,6,1.5,0.3
36,InnerWall,1,12.38091,0.7499999,8.99888,0,0,0,3,1.5,0.3
37,InnerWall,1,14.48091,0.7499999,2.99888,0,0,0,4.5,1.5,0.3
38,InnerWall,1,12.53091,0.7499999,5.99888,0,0,0,3,1.5,0.3
39,InnerWall,1,1.880913,0.7499999,8.99888,0,90,0,3,1.5,0.3
40,InnerWall,1,4.880913,0.7499999,7.49888,0,90,0,3,1.5,0.3
41,InnerWall,1,4.280914,0.7499999,8.99888,0,0,0,1.5,1.5,0.3
42,InnerWall,1,5.480911,0.7499999,5.99888,0,0,0,1.5,1.5,0.3
43,InnerWall,1,3.530914,0.7499999,4.64888,0,90,0,3,1.5,0.3
44,InnerWall,1,4.130912,0.7499999,2.99888,0,0,0,1.5,1.5,0.3
45,InnerWall,1,4.880913,0.7499999,0.7488801,0,90,0,1.5,1.5,0.3
46,InnerWall,1,7.880912,0.7499999,1.49888,0,90,0,3,1.5,0.3
47,InnerWall,1,7.280914,0.7499999,2.99888,0,0,0,1.5,1.5,0.3
48,InnerWall,1,8.480915,0.7499999,5.99888,0,0,0,4.5,1.5,0.3
49,InnerWall,1,7.880912,0.7499999,7.34888,0,90,0,3,1.5,0.3
50,InnerWall,1,10.88091,0.7499999,5.39888,0,90,0,1.5,1.5,0.3
51,InnerWall,1,10.88091,0.7499999,9.59888,0,90,0,1.5,1.5,0.3
52,InnerWall,1,9.380913,0.7499999,11.99888,0,0,0,6,1.5,0.3
53,InnerWall,1,10.88091,0.7499999,1.34888,0,90,0,3,1.5,0.3
54,InnerWall,1,9.080913,0.7499999,10.49888,0,0,0,0.9000002,1.5,0.3
55,InnerWall,1,6.530914,0.7499999,9.74888,0,90,0,4.500001,1.5,0.3
56,InnerWall,1,8.780914,0.7499999,11.39888,0,90,0,1.5,1.5,0.3
57,InnerWall,1,8.480915,0.7499999,8.99888,0,0,0,1.5,1.5,0.3
58,InnerWall,1,1.880913,0.7499999,13.49888,0,90,0,3,1.5,0.3
59,InnerWall,1,3.230911,0.7499999,11.99888,0,0,0,3,1.5,0.3
60,InnerWall,1,1.880913,0.7499999,5.99888,0,0,0,3,1.5,0.3
61,InnerWall,1,13.88091,0.7499999,-12.00112,0,90,0,6,1.5,0.3
62,InnerWall,1,12.53091,0.7499999,-9.001121,0,0,0,3,1.5,0.3
63,InnerWall,1,-8.769089,0.7499999,8.99888,0,0,0,3,1.5,0.3
64,InnerWall,1,-10.71909,0.7499999,2.99888,0,0,0,4.5,1.5,0.3
65,InnerWall,1,-8.769089,0.7499999,5.99888,0,0,0,3,1.5,0.3
66,InnerWall,1,-8.769089,0.7499999,-0.001119852,0,0,0,3,1.5,0.3
67,InnerWall,1,-1.119087,0.7499999,7.49888,0,90,0,3,1.5,0.3
68,InnerWall,1,-0.5190887,0.7499999,8.99888,0,0,0,1.5,1.5,0.3
69,InnerWall,1,-1.719086,0.7499999,5.99888,0,0,0,1.5,1.5,0.3
70,InnerWall,1,0.2309112,0.7499999,4.64888,0,90,0,3,1.5,0.3
71,InnerWall,1,-0.3690872,0.7499999,2.99888,0,0,0,1.5,1.5,0.3
72,InnerWall,1,-1.119087,0.7499999,0.7488801,0,90,0,1.5,1.5,0.3
73,InnerWall,1,-4.119087,0.7499999,1.49888,0,90,0,3,1.5,0.3
74,InnerWall,1,-3.519089,0.7499999,2.99888,0,0,0,1.5,1.5,0.3
75,InnerWall,1,-4.71909,0.7499999,-0.001119852,0,0,0,1.5,1.5,0.3
76,InnerWall,1,-4.71909,0.7499999,5.99888,0,0,0,4.5,1.5,0.3
77,InnerWall,1,-4.119087,0.7499999,7.34888,0,90,0,3,1.5,0.3
78,InnerWall,1,-7.119087,0.7499999,5.39888,0,90,0,1.5,1.5,0.3
79,InnerWall,1,-7.119087,0.7499999,9.59888,0,90,0,1.5,1.5,0.3
80,InnerWall,1,-5.619087,0.7499999,11.99888,0,0,0,6,1.5,0.3
81,InnerWall,1,-7.119087,0.7499999,1.34888,0,90,0,3,1.5,0.3
82,InnerWall,1,-5.319088,0.7499999,10.49888,0,0,0,0.9000002,1.5,0.3
83,InnerWall,1,-2.769089,0.7499999,9.74888,0,90,0,4.500001,1.5,0.3
84,InnerWall,1,-5.019088,0.7499999,11.39888,0,90,0,1.5,1.5,0.3
85,InnerWall,1,-4.71909,0.7499999,8.99888,0,0,0,1.5,1.5,0.3
86,InnerWall,1,0.5309143,0.7499999,11.99888,0,0,0,3,1.5,0.3
87,InnerWall,1,-10.11909,0.7499999,-12.00112,0,90,0,6,1.5,0.3
88,InnerWall,1,-8.769089,0.7499999,-9.001121,0,0,0,3,1.5,0.3
89,InnerWall,1,-10.71909,0.7499999,-3.00112,0,0,0,4.5,1.5,0.3
90,InnerWall,1,-8.769089,0.7499999,-6.00112,0,0,0,3,1.5,0.3
91,InnerWall,1,-1.119087,0.7499999,-7.50112,0,90,0,3,1.5,0.3
92,InnerWall,1,-0.5190887,0.7499999,-9.001121,0,0,0,1.5,1.5,0.3
93,InnerWall,1,-1.719086,0.7499999,-6.00112,0,0,0,1.5,1.5,0.3
94,InnerWall,1,0.2309112,0.7499999,-4.65112,0,90,0,3,1.5,0.3
95,InnerWall,1,-0.3690872,0.7499999,-3.00112,0,0,0,1.5,1.5,0.3
96,InnerWall,1,-1.119087,0.7499999,-0.7511199,0,90,0,1.5,1.5,0.3
97,InnerWall,1,-4.119087,0.7499999,-1.50112,0,90,0,3,1.5,0.3
98,InnerWall,1,-3.519089,0.7499999,-3.00112,0,0,0,1.5,1.5,0.3
99,InnerWall,1,-4.71909,0.7499999,-6.00112,0,0,0,4.5,1.5,0.3
100,InnerWall,1,-4.119087,0.7499999,-7.35112,0,90,0,3,1.5,0.3
101,InnerWall,1,-7.119087,0.7499999,-5.40112,0,90,0,1.5,1.5,0.3
102,InnerWall,1,-7.119087,0.7499999,-9.601121,0,90,0,1.5,1.5,0.3
103,InnerWall,1,-5.619087,0.7499999,-12.00112,0,0,0,6,1.5,0.3
104,InnerWall,1,-7.119087,0.7499999,-1.35112,0,90,0,3,1.5,0.3
105,InnerWall,1,-5.319088,0.7499999,-10.50112,0,0,0,0.9000002,1.5,0.3
106,InnerWall,1,-2.769089,0.7499999,-9.75112,0,90,0,4.500001,1.5,0.3
107,InnerWall,1,-5.019088,0.7499999,-11.40112,0,90,0,1.5,1.5,0.3
108,InnerWall,1,-4.71909,0.7499999,-9.001121,0,0,0,1.5,1.5,0.3
109,InnerWall,1,0.5309143,0.7499999,-12.00112,0,0,0,3,1.5,0.3
110,InnerWall,1,-10.11909,0.7499999,11.99888,0,90,0,6,1.5,0.3
111,Village,-1,0,0,0,0,0,0,0.03333334,0.1428571,0.03333334
112,Temple,111,29.3,0,3.9,0,0,0,2,2,2
113,Templa,111,-19.87,6.07,-40,0,0,0,5,3,3
114,greek_column_1,111,53.91,0.7,39.7,0,0,0,1,1.8,1
115,greek_column_2,111,53.91,0.7,1.700001,0,0,0,1,1.8,1
116,greek_column_1 (1),111,42.4,0.7,39.7,0,0,0,1,1.8,1
117,greek_column_2 (1),111,42.4,0.7,1.700001,0,0,0,1,1.8,1
118,greek_column_1 (2),111,27.8,0.7,39.7,0,0,0,1,1.8,1
119,greek_column_2 (2),111,27.8,0.7,1.7,0,0,0,1,1.8,1
120,greek_column_1 (3),111,11.5,0.7,39.7,0,0,0,1,1.8,1
121,greek_column_2 (3),111,11.5,0.7,1.700001,0,0,0,1,1.8,1
122,greek_wall_2,111,41.5,0,52.8,0,0,0,30,3,3
123,greek_wall_2 (1),111,41.5,0,-9.2,0,0,0,30,3,3
124,greek_divider_1_corner,111,-3.48,-0.8000001,-9.77,0,180,0,10,10,2.9
125,greek_divider_1_corner (1),111,-3.48,-1.2,52.25,0,180,0,10,10,2.9
126,greek_wall_1_short,111,86.4,0,21.7,0,90,0,21,9,1
127,House,111,-54.5,0,-40,0,90,0,3,3,3
128,roman_crate_closed,111,-9.39,-0.38,-33.51,0.0002074102,0,0,2,2,2
129,roman_crate_closed (1),111,-7.36,-0.38,-33.51,0.0002074102,0,0,2,2,2
130,roman_crate_closed (3),111,-9.39,1.53,-33.51,0.0002074102,0,0,2,2,2
131,roman_crate_closed (4),111,-7.36,1.53,-33.51,0.0002074102,0,0,2,2,2
132,roman_barrel,111,-52.03,0.14,-37.01,0.0002074102,0,0,2,2,2
133,roman_barrel (1),111,-50.08,0.14,-37.01,0.0002074102,0,0,2,2,2
134,House (1),111,-14.4,0,55.7,0,270,0,3,3,3
135,greek_wall_1_short (1),111,-77.10001,0,-23.5,0,90,0,34.5,9,1
136,greek_wall_1_short (2),111,-40.90001,0,-75,0,0,0,24,9,1
137,greek_wall_1_short (3),111,-5,0,-42.6,0,90,0,21.7,9,1
138,greek_wall_1_short (4),111,-23.21,0,93,0,0,0,14,9,1
139,roman_crate_closed (5),111,-3.36,0.48,91.73001,0.0002074102,0,0,2,2,2
140,roman_crate_closed (6),111,-5.4,0.48,91.73001,0.0002074102,0,0,2,2,2
141,roman_crate_closed (7),111,-9.39,3.54,-33.51,0.0002074102,0,0,2,2,2
142,roman_barrel (2),111,-36.92,0.1,60.33001,0,0,0,4,4,4
143,roman_barrel (3),111,-36.75,0.1,55.84,0,0,0,4,4,4
144,greek_wall_1_short (5),111,-44,0,72.10001,0,90,0,14,9,1
145,roman_wall_door_4,111,-77.10001,0,35.3,0,270,0,5,5,5
146,greek_wall_1_short (6),111,-60.69,0,51.3,0,0,0,11,9,1
147,greek_wall_1_short (7),111,-77.10001,0,46.86,0,90,0,3.1,9,1
148,roman_wall_door_4 (1),111,41.2,0,21.09,0,270,0,3,3,3
149,Tree,-1,-2.092291,0.1319796,-0.3651446,0,0,0,0.06666667,0.05,0.06666667
150,CenterTree,149,31.38436,-2.839593,5.477169,270,217.1209,0,0.5000001,0.5000001,1
151,tree,149,-2.455639,-2.639593,35.67717,273.6899,90.07525,65.00027,1,1,1
152,leaves,151,38.50253,-63.89223,30.21465,0,0,8.537735E-07,5,3,5
153,mushroom,151,-2.269248,1.129926,0.1018382,349.595,10,341.999,0.3,0.3,0.3
154,mushroom,151,-1.61614,0.1862717,0.08938426,349.595,10,341.999,0.3,0.3,0.3
155,mushroom,151,-0.8083267,-0.9600616,0.07341182,349.595,10,341.999,0.3,0.3,0.3
156,mushroom,151,-1.264466,1.750124,0.02620673,349.595,10,341.999,0.3,0.3,0.3
157,mushroom,151,1.149359,-0.9104305,-0.04236472,349.595,10,341.999,0.3,0.3,0.3
158,mushroom,151,0.9458419,1.191585,0.03248984,349.595,10,341.999,0.3,0.3,0.3
159,flower,151,2.542974,0.3988317,0.1411201,270.6662,112.72,94.35666,30,150,1
160,flower,151,-3.109823,4.818225,0.3410473,270.6662,112.72,94.35666,30,150,1
161,tree (1),149,23.93436,-2.119593,39.60717,273.6899,90.07525,65.00027,1,1,1
162,leaves,161,38.50253,-63.89223,30.21465,0,0,8.537735E-07,5,3,5
163,mushroom,161,-2.269248,1.129926,0.1018382,349.595,10,341.999,0.3,0.3,0.3
164,mushroom,161,-1.61614,0.1862717,0.08938426,349.595,10,341.999,0.3,0.3,0.3
165,mushroom,161,-0.8083267,-0.9600616,0.07341182,349.595,10,341.999,0.3,0.3,0.3
166,mushroom,161,-1.264466,1.750124,0.02620673,349.595,10,341.999,0.3,0.3,0.3
167,mushroom,161,1.149359,-0.9104305,-0.04236472,349.595,10,341.999,0.3,0.3,0.3
168,mushroom,161,0.9458419,1.191585,0.03248984,349.595,10,341.999,0.3,0.3,0.3
169,flower,161,2.542974,0.3988317,0.1411201,270.6662,112.72,94.35666,30,150,1
170,flower,161,-3.109823,4.818225,0.3410473,270.6662,112.72,94.35666,30,150,1
171,tree (2),149,47.06436,-1.439593,38.34717,270,0,0,1,1,1
172,leaves,171,38.50253,-63.89223,30.21465,0.004842551,204.9246,3.689934,5,3,5
173,mushroom,171,-2.269248,1.129926,0.1018382,348.9807,214.2359,345.702,0.3,0.3,0.3
174,mushroom,171,-1.61614,0.1862717,0.08938426,348.9807,214.2359,345.702,0.3,0.3,0.3
175,mushroom,171,-0.8083267,-0.9600616,0.07341182,348.9807,214.2359,345.702,0.3,0.3,0.3
176,mushroom,171,-1.264466,1.750124,0.02620673,348.9807,214.2359,345.702,0.3,0.3,0.3
177,mushroom,171,1.149359,-0.9104305,-0.04236472,348.9807,214.2359,345.702,0.3,0.3,0.3
178,mushroom,171,0.9458419,1.191585,0.03248984,348.9807,214.2359,345.702,0.3,0.3,0.3
179,flower,171,2.542974,0.3988317,0.1411201,273.085,110.2221,301.7707,30,150,1
180,flower,171,-3.109823,4.818225,0.3410473,273.085,110.2221,301.7707,30,150,1
181,tree (3),149,65.50436,-2.339593,38.34717,270,0,0,1,1,1
182,leaves,181,38.50253,-63.89223,30.21465,0.004842551,204.9246,3.689934,5,3,5
183,mushroom,181,-2.269248,1.129926,0.1018382,348.9807,214.2359,345.702,0.3,0.3,0.3
184,mushroom,181,-1.61614,0.1862717,0.08938426,348.9807,214.2359,345.702,0.3,0.3,0.3
185,mushroom,181,-0.8083267,-0.9600616,0.07341182,348.9807,214.2359,345.702,0.3,0.3,0.3
186,mushroom,181,-1.264466,1.750124,0.02620673,348.9807,214.2359,345.702,0.3,0.3,0.3
187,mushroom,181,1.149359,-0.9104305,-0.04236472,348.9807,214.2359,345.702,0.3,0.3,0.3
188,mushroom,181,0.9458419,1.191585,0.03248984,348.9807,214.2359,345.702,0.3,0.3,0.3
189,flower,181,2.542974,0.3988317,0.1411201,273.085,110.2221,301.7707,30,150,1
190,flower,181,-3.109823,4.818225,0.3410473,273.085,110.2221,301.7707,30,150,1
191,tree (4),149,74.34436,-2.339593,13.67717,270,0,0,0.7,1,0.7
192,leaves,191,38.50253,-63.89223,30.21465,0.004842551,204.9246,3.689934,5,3,5
193,mushroom,191,-1.79,0.58,-0.482,348.9807,214.2359,345.702,0.3,0.3,0.3
194,mushroom,191,-1.14,-0.36,-0.492,348.9807,214.2359,345.702,0.3,0.3,0.3
195,mushroom,191,-0.33,-1.51,-0.512,348.9807,214.2359,345.702,0.3,0.3,0.3
196,mushroom,191,-0.79,1.2,-0.562,348.9807,214.2359,345.702,0.3,0.3,0.3
197,mushroom,191,1.63,-1.46,-0.632,348.9807,214.2359,345.702,0.3,0.3,0.3
198,mushroom,191,1.42,0.64,-0.552,348.9807,214.2359,345.702,0.3,0.3,0.3
199,flower,191,-3.618,-0.605,-0.783,273.085,110.2221,301.7707,30,150,1
200,flower,191,-3.15,4.81,-0.36,273.085,110.2221,301.7707,30,150,1
201,tree (5),149,74.34436,-2.139593,-12.72,270,90,0,1,1,0.7
202,leaves,201,38.50253,-63.89223,30.21465,0.00484079,294.9247,3.689933,5,3,5
203,mushroom,201,-1.79,0.58,-0.482,348.9807,304.236,345.702,0.3,0.3,0.3
204,mushroom,201,-1.14,-0.36,-0.492,348.9807,304.236,345.702,0.3,0.3,0.3
205,mushroom,201,-0.33,-1.51,-0.512,348.9807,304.236,345.702,0.3,0.3,0.3
206,mushroom,201,-0.79,1.2,-0.562,348.9807,304.236,345.702,0.3,0.3,0.3
207,mushroom,201,1.63,-1.46,-0.632,348.9807,304.236,345.702,0.3,0.3,0.3
208,mushroom,201,1.42,0.64,-0.552,348.9807,304.236,345.702,0.3,0.3,0.3
209,flower,201,2.542974,0.3988317,0.1411201,273.085,200.2221,301.7706,30,150,1
210,flower,201,-3.15,4.808,-0.47,273.085,200.2221,301.7706,30,150,1
211,tree (6),149,74.34436,-2.139593,-31.04284,270,90,0,0.7,1,0.7
212,leaves,211,38.50253,-63.89223,30.21465,0.00484079,294.9247,3.689933,5,3,5
213,flower,211,2.542974,0.3988317,0.1411201,273.085,200.2221,301.7706,30,150,1
214,flower,211,-3.15,4.808,-0.47,273.085,200.2221,301.7706,30,150,1
215,tree (7),149,46.08436,0.3204072,-31.04284,270,90,0,0.7,1,0.7
216,leaves,215,38.50253,-63.89223,30.21465,0.00484079,294.9247,3.689933,5,3,5
217,mushroom,215,-1.79,0.58,-0.482,348.9807,304.236,345.702,0.3,0.3,0.3
218,mushroom,215,-1.14,-0.36,-0.492,348.9807,304.236,345.702,0.3,0.3,0.3
219,mushroom,215,-0.33,-1.51,-0.512,348.9807,304.236,345.702,0.3,0.3,0.3
220,mushroom,215,-0.79,1.2,-0.562,348.9807,304.236,345.702,0.3,0.3,0.3
221,mushroom,215,1.63,-1.46,-0.632,348.9807,304.236,345.702,0.3,0.3,0.3
222,mushroom,215,1.42,0.64,-0.552,348.9807,304.236,345.702,0.3,0.3,0.3
223,flower,215,2.542974,0.3988317,0.1411201,273.085,200.2221,301.7706,30,150,1
224,flower,215,-3.15,4.808,-0.47,273.085,200.2221,301.7706,30,150,1
225,tree (8),149,-0.58564,-2.339593,-34.83284,270,90,0,0.7,1,0.7
226,leaves,225,38.50253,-63.89223,30.21465,0.00484079,294.9247,3.689933,5,3,5
227,mushroom,225,-1.79,0.58,-0.482,348.9807,304.236,345.702,0.3,0.3,0.3
228,mushroom,225,-1.14,-0.36,-0.492,348.9807,304.236,345.702,0.3,0.3,0.3
229,mushroom,225,-0.33,-1.51,-0.512,348.9807,304.236,345.702,0.3,0.3,0.3
230,mushroom,225,-0.79,1.2,-0.562,348.9807,304.236,345.702,0.3,0.3,0.3
231,mushroom,225,1.63,-1.46,-0.632,348.9807,304.236,345.702,0.3,0.3,0.3
232,mushroom,225,1.42,0.64,-0.552,348.9807,304.236,345.702,0.3,0.3,0.3
233,flower,225,2.542974,0.3988317,0.1411201,273.085,200.2221,301.7706,30,150,1
234,flower,225,-3.15,4.808,-0.47,273.085,200.2221,301.7706,30,150,1
235,tree (9),149,-5.115639,-2.639593,-23.82283,270,245,0,3,3,3
236,mushroom,149,-6.35,-2.73,4.15,0,153.196,0,8.420706,8.420712,8.420712
237,Sphere,236,-0.2092882,1.293937,-0.01538468,280.7496,230.754,281.368,84.90099,84.90096,41.8688
238,Sphere_001,236,-0.314,0.777,-0.871,273.3825,30.44242,121.5365,53.28781,49.26727,36.03573
239,Sphere_002,236,0.4630666,0.7024698,0.6989431,277.1498,222.4051,302.0538,39.67632,45.63155,20.89611
240,Sphere_003,236,-0.4648719,0.5198514,0.7720561,279.244,157.8565,350.0964,37.84793,37.84792,23.98665
241,flower2,149,28.57436,-1.849593,-36.49284,270.6667,246.9992,94.35677,40.7937,284.1751,1
242,flower2 (1),149,18.61436,-1.959593,-35.29284,270.6667,246.9992,94.35677,40.7937,284.1751,1
